Filename,Extracted Values
X8Y4QL1E,"{""Called up share capital not paid"": ""nan"", ""Fixed Assets"": ""nan"", ""Current Assets"": ""71"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""0"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""0"", ""Capital and reserves"": ""0""}"
X8Y4QNO9,"{""Called up share capital not paid"": ""1"", ""Fixed Assets"": ""3334"", ""Current Assets"": ""nan"", ""Prepayments and accrued income"": ""419"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""419"", ""Total assets less current liabilities"": ""3754"", ""Creditors: amounts falling due after more than one year"": ""-3754"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""0"", ""Capital and reserves"": ""0""}"
X8Y4QNPL,"{""Called up share capital not paid "": ""1"", ""Fixed Assets "": ""2573"", ""Current Assets  "": ""nan"", ""Prepayments and accrued income  "": ""nan"", ""Creditors: amounts falling due within one year "": ""-1197"", ""Net current assets (liabilities) "": ""-1197"", ""Total assets less current liabilities "": ""1377"", ""Creditors: amounts falling due after more than one year "": ""0"", ""Provisions for liabilities "": ""0"", ""Accruals and deferred income "": ""0"", ""Total net assets (liabilities) "": ""1377"", ""Capital and reserves "": ""1377""}"
X8Y4QNRD,"{""Current Assets"": ""nan"", ""Creditors: amounts falling due within one year"": ""nan"", ""Net current assets (liabilities)"": ""nan"", ""Total assets less current liabilities"": ""nan"", ""Total net assets (liabilities)"": ""nan"", ""Capital and reserves"": ""nan""}"
X8Y4QO1V,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4QO6V,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4QORK,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4QP5M,{}
X8Y4QPFS,{}
X8Y4QRBV,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4QSJK,"{""Current Assets"": ""3656"", ""Creditors: amounts falling due within one year"": ""-3567"", ""Net current assets (liabilities)"": ""89"", ""Total assets less current liabilities"": ""89"", ""Total net assets (liabilities)"": ""89"", ""Capital and reserves"": ""89""}"
X8Y4QSMO,"{""Current Assets"": ""2000"", ""Creditors: amounts falling due within one year"": ""-1974"", ""Net current assets (liabilities)"": ""26"", ""Total assets less current liabilities"": ""26"", ""Total net assets (liabilities)"": ""26"", ""Capital and reserves"": ""26""}"
X8Y4QSOG,"{""Current Assets"": ""246"", ""Creditors: amounts falling due within one year"": ""-1"", ""Net current assets (liabilities)"": ""245"", ""Total assets less current liabilities"": ""245"", ""Total net assets (liabilities)"": ""245"", ""Capital and reserves"": ""245""}"
X8Y4QT61,{}
X8Y4QUNU,"{""Called up share capital not paid"": ""1"", ""Fixed Assets"": ""33396"", ""Current Assets"": ""nan"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""33397"", ""Total net assets (liabilities)"": ""33397"", ""Capital and reserves"": ""33397""}"
X8Y4QUTD,"{""Called up share capital not paid"": ""3"", ""Net assets"": ""3"", ""Tssued share capital"": ""3"", ""Ordinary Shares 1 of &#194;&#163; each"": ""3"", ""Total Shareholder funds"": ""3""}"
X8Y4QVGI,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4QVOX,"{""Fixed Assets"": ""923"", ""Current Assets"": ""4755"", ""Creditors: amounts falling due within one year"": ""-1719"", ""Net current assets (liabilities)"": ""3036"", ""Total assets less current liabilities"": ""3959"", ""Total net assets (liabilities)"": ""3959"", ""Capital and reserves"": ""3959""}"
X8Y4QVUG,"{""Cash at bank and in hand "": ""1"", ""Net assets "": ""1"", ""Issued share capital "": ""1"", ""Ordinary Share 1 of &#194;&#163; each "": ""1"", ""Total Shareholder funds "": ""1""}"
X8Y4QW2Z,"{""Notes "": ""2019"", ""Fixed Assets"": ""32652"", ""Current Assets"": ""13738"", ""Prepayments and accrued income"": ""356"", ""Creditors: amounts falling due within one year"": ""-50429"", ""Net current assets (liabilities)"": ""-36335"", ""Total assets less current liabilities"": ""-3683"", ""Total net assets (liabilities)"": ""-3683"", ""Capital and reserves"": ""-3683""}"
X8Y4QWEH,"{""Cash at bank and in hand"": ""10"", ""Net assets"": ""10"", ""Issued share capital"": ""10"", ""Ordinary Shares 1 of &#194;&#163; each"": ""10"", ""Total Shareholder funds"": ""10""}"
X8Y4QX4H,"{""Cash at bank and in hand "": ""10000"", ""Net assets "": ""10000"", ""Issued share capital "": ""100"", ""Ordinary Shares of &#194;&#163; 100 each "": ""10000"", ""Total Shareholder funds "": ""10000""}"
X8Y4QXRM,"{""Called up share capital not paid"": ""nan"", ""Fixed Assets"": ""nan"", ""Current Assets"": ""1685"", ""Creditors: amounts falling due within one year"": ""-4665"", ""Net current assets (liabilities)"": ""-2980"", ""Total assets less current liabilities"": ""-540"", ""Total net assets (liabilities)"": ""-540"", ""Capital and reserves"": ""-540""}"
X8Y4QXYP,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""nan"", ""Total Shareholder funds"": ""1""}"
X8Y4QZ0O,"{""Called up share capital not paid"": ""11"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""0"", ""Net assets"": ""11"", ""Issued share capital"": ""nan"", ""Ordinary Shares of &#194;&#163;  each"": ""11"", ""Total Shareholder funds"": ""11""}"
X8Y4QZEX,"{""Current Assets"": ""5383"", ""Creditors: amounts falling due within one year"": ""-5054"", ""Net current assets (liabilities)"": ""329"", ""Total assets less current liabilities"": ""329"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Total net assets (liabilities)"": ""329"", ""Capital and reserves"": ""329""}"
X8Y4QZFL,{}
X8Y4R0K3,{}
X8Y4R1VE,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""2"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4R1X6,"{""Current Assets"": ""26835"", ""Creditors: amounts falling due within one year"": ""-26962"", ""Net current assets (liabilities)"": ""-127"", ""Total assets less current liabilities"": ""-127"", ""Total net assets (liabilities)"": ""-127"", ""Capital and reserves"": ""-127""}"
X8Y4R2E0,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4R2LT,{}
X8Y4R2OQ,"{""Fixed Assets"": ""282"", ""Current Assets"": ""2898"", ""Net current assets (liabilities)"": ""2898"", ""Total assets less current liabilities"": ""3180"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""-1982"", ""Total net assets (liabilities)"": ""1198"", ""Capital and reserves"": ""1198""}"
X8Y4R2T6,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""30"", ""Net assets"": ""30"", ""Authorised share capital"": ""0"", ""Ordinary of &#194;&#163;1 each"": ""30"", ""Issued share capital"": ""30"", ""Total shareholder funds"": ""30"", ""NOTES"": ""1"", ""During the year the company allotted O ordinary shares with an aggregate nominal value of &#194;&#163; 0 the consideration"": ""nan"", ""received by the company 0 was"": ""&#194;&#163;""}"
X8Y4R2TV,{}
X8Y4R4EZ,{}
X8Y4R4QG,{}
X8Y4R5PL,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""2"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4R7EY,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""100"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4R7MZ,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Authorised share capital"": ""0"", ""Ordinary of &#194;&#163;1 each"": ""100"", ""Issued share capital"": ""100"", ""Total shareholder funds"": ""100"", ""NOTES"": ""1"", ""During the year the company allotted O ordinary shares with an aggregate nominal value of &#194;&#163; 0 the consideration"": ""nan"", ""received by the company 0 was"": ""&#194;&#163;""}"
X8Y4R8QG,"{""Called up share capital not paid"": ""98"", ""Fixed Assets"": ""196823"", ""Current Assets"": ""65455"", ""Creditors: amounts falling due within one year"": ""nan"", ""Net current assets (liabilities)"": ""-53211"", ""Total assets less current liabilities"": ""143612"", ""Creditors: amounts falling due after more than one (56)"": ""nan"", ""year"": ""nan"", ""Total net assets (liabilities)"": ""143612"", ""Capital and reserves"": ""143612""}"
X8Y4R8UH,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4R014,{}
X8Y4R66O,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4R88A,"{""Current Assets"": ""220096"", ""Creditors: amounts falling due within one year"": ""-42371"", ""Net current assets (liabilities)"": ""177725"", ""Total assets less current liabilities"": ""177725"", ""Total net assets (liabilities)"": ""177725"", ""Capital and reserves"": ""177725""}"
X8Y4R942,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4RB69,"{""Net assets"": ""0"", ""Reserves"": ""0""}"
X8Y4RCC3,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4RCN0,{}
X8Y4RE7S,{}
X8Y4REEP,"{""Fixed Assets"": ""nan"", ""Current Assets"": ""9"", ""Net current assets (liabilities)"": ""9"", ""Total assets less current liabilities"": ""9"", ""Total net assets (liabilities)"": ""9"", ""Capital and reserves"": ""9""}"
X8Y4REMA,"{""Called up share capital not paid"": ""100"", ""Fixed Assets"": ""17244"", ""Current Assets"": ""67390"", ""Net current assets (liabilities)"": ""67390"", ""Total assets less current liabilities"": ""84734"", ""Total net assets (liabilities)"": ""84734"", ""Capital and reserves"": ""84734""}"
X8Y4RFD6,"{""Fixed Assets"": ""2508"", ""Creditors: amounts falling due within one year"": ""-2039"", ""Net current assets (liabilities)"": ""-2039"", ""Total assets less current liabilities"": ""469"", ""Total net assets (liabilities)"": ""469"", ""Capital and reserves"": ""469""}"
X8Y4RG7U,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""100"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4RGAB,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""10"", ""Net assets"": ""10"", ""Issued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""10"", ""Total Shareholder funds"": ""10""}"
X8Y4RH9C,{}
X8Y4RHX7,{}
X8Y4RI3S,"{""Current Assets"": ""3"", ""Creditors: amounts falling due within one year"": ""-646"", ""Net current assets (liabilities)"": ""-643"", ""Total assets less current liabilities"": ""-643"", ""Total net assets (liabilities)"": ""-643"", ""Capital and reserves"": ""-643""}"
X8Y4RJKJ,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4RKWI,"{""Called up share capital not paid"": ""nan"", ""Fixed Assets"": ""3942"", ""Current Assets"": ""nan"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""3942"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""3942"", ""Capital and reserves"": ""3942""}"
X8Y4RL0B,"{""Called up share capital not paid"": ""10000"", ""Net assets"": ""10000"", ""Tssued share capital"": ""10000"", ""Ordinary Shares 1 of &#194;&#163; each"": ""10000"", ""Total Shareholder funds"": ""10000""}"
X8Y4RLJL,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""100"", ""Ordinary Shares of &#194;&#163;  each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4RLLM,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4RM4W,"{""Fixed Assets"": ""481"", ""Current Assets"": ""53068"", ""Creditors: amounts falling due within one year"": ""-3218"", ""Net current assets (liabilities)"": ""49850"", ""Total assets less current liabilities"": ""50331"", ""Total net assets (liabilities)"": ""50331"", ""Capital and reserves"": ""50331""}"
X8Y4RM48,"{""Called up share capital not paid"": ""0"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Authorised share capital"": ""0"", ""Issued share capital"": ""10"", ""Ordinary of &#194;&#163;0 each"": ""1"", ""Total shareholder funds"": ""1"", ""NOTES consideration"": ""1"", ""received by the company 1 was"": ""&#194;&#163;""}"
X8Y4RMKR,"{""Fixed Assets"": ""286179"", ""Current Assets"": ""56654"", ""Creditors: amounts falling due within one year"": ""-260257"", ""Net current assets (liabilities)"": ""-203603"", ""Total assets less current liabilities"": ""82576"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""-57619"", ""Total net assets (liabilities)"": ""24957"", ""Capital and reserves"": ""24957""}"
X8Y4RP2J,"{""Fixed Assets"": ""1856"", ""Current Assets"": ""11889"", ""Creditors: amounts falling due within one year"": ""-13346"", ""Net current assets (liabilities)"": ""-1457"", ""Total assets less current liabilities"": ""399"", ""Total net assets (liabilities)"": ""399"", ""Capital and reserves"": ""399""}"
X8Y4RPRV,"{""Fixed Assets"": ""7981"", ""Current Assets"": ""43129"", ""Creditors: amounts falling due within one year"": ""-35807"", ""Net current assets (liabilities)"": ""7322"", ""Total assets less current liabilities"": ""15303"", ""Total net assets (liabilities)"": ""15303"", ""Capital and reserves"": ""15303""}"
X8Y4RPXC,"{""Creditors: amounts falling due within one year"": ""-5374"", ""Net current assets (liabilities)"": ""-5374"", ""Total assets less current liabilities"": ""-5374"", ""Total net assets (liabilities)"": ""-5374"", ""Capital and reserves"": ""-5374""}"
X8Y4RQMB,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""37"", ""Net assets"": ""37"", ""Issued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""37"", ""Total Shareholder funds"": ""37""}"
X8Y4RR01,{}
X8Y4RREB,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""100"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4RSXR,"{""Called up share capital not paid 10"": ""nan"", ""Net assets 10"": ""nan"", ""Tssued share capital"": ""nan"", ""Ordinary Shares of &#194;&#163;  each 1o"": ""nan"", ""Total Shareholder funds 10"": ""nan""}"
X8Y4RTW8,"{""Fixed Assets"": ""18824"", ""Current Assets"": ""2"", ""Creditors: amounts falling due within one year"": ""-21741"", ""Net current assets (liabilities)"": ""-21739"", ""Total assets less current liabilities"": ""-2915"", ""Total net assets (liabilities)"": ""-2915"", ""Capital and reserves"": ""-2915""}"
X8Y4RU81,"{""Called up share capital not paid"": ""nan"", ""Fixed Assets"": ""279290"", ""Current Assets"": ""5848"", ""Prepayments and accrued income"": ""600"", ""Creditors: amounts falling due within one year"": ""-4534"", ""Net current assets (liabilities)"": ""1914"", ""Total assets less current liabilities"": ""281204"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""-256000"", ""Total net assets (liabilities)"": ""25204"", ""Capital and reserves"": ""25204""}"
X8Y4RUDE,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""100"", ""Ordinary Shares of &#194;&#163;  each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4RUPK,"{""Fixed Assets"": ""482"", ""Current Assets"": ""21752"", ""Creditors: amounts falling due within one year"": ""-3671"", ""Net current assets (liabilities)"": ""18081"", ""Total assets less current liabilities"": ""18563"", ""Total net assets (liabilities)"": ""18563"", ""Capital and reserves"": ""18563""}"
X8Y4RV3M,"{""Called up share capital not paid"": ""10000"", ""Net assets"": ""10000"", ""Tssued share capital"": ""10000"", ""Ordinary Shares 1 of &#194;&#163; each"": ""10000"", ""Total Shareholder funds"": ""10000""}"
X8Y4RVQH,"{""Net assets"": ""0"", ""Issued share capital"": ""nan"", ""Ordinary Share 0 of &#194;&#163; each"": ""0"", ""Total Shareholder funds"": ""0""}"
X8Y4RWLD,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1000"", ""Net assets"": ""1000"", ""Issued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""1000"", ""Total Shareholder funds"": ""1000""}"
X8Y4RX03,"{""Fixed Assets"": ""17877"", ""Current Assets"": ""9724"", ""Creditors: amounts falling due within one year"": ""-8078"", ""Net current assets (liabilities)"": ""1646"", ""Total assets less current liabilities"": ""19523"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""-18676"", ""Total net assets (liabilities)"": ""847"", ""Capital and reserves"": ""847""}"
X8Y4RX54,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4RXDD,{}
X8Y4RYWX,"{""Cash at bank and in hand "": ""2"", ""Net assets "": ""2"", ""Issued share capital "": ""2"", ""Ordinary Shares 1 of &#194;&#163; each "": ""2"", ""Total Shareholder funds "": ""2""}"
X8Y4RZAZ,"{""Current Assets"": ""124"", ""Creditors: amounts falling due within one year"": ""-9547"", ""Net current assets (liabilities)"": ""124"", ""Total assets less current liabilities"": ""124"", ""Creditors: amounts falling due after more than one "": ""nan"", ""year"": ""nan"", ""Total net assets (liabilities)"": ""-7235"", ""Capital and reserves"": ""-7235""}"
X8Y4RZKO,"{""Current Assets 1"": ""nan"", ""Net current assets (liabilities) 1"": ""nan"", ""Total assets less current liabilities 1"": ""nan"", ""Total net assets (liabilities) 1"": ""nan"", ""Capital and reserves 1"": ""nan""}"
X8Y4RZMH,{}
X8Y4S1CP,"{""Fixed Assets"": ""10954"", ""Current Assets"": ""64567"", ""Creditors: amounts falling due within one year"": ""-18635"", ""Net current assets (liabilities)"": ""45932"", ""Total assets less current liabilities"": ""56886"", ""Total net assets (liabilities)"": ""56886"", ""Capital and reserves"": ""56886""}"
X8Y4S1RV,"{""Fixed Assets"": ""4"", ""Current Assets"": ""8499"", ""Creditors: amounts falling due within one year"": ""-7866"", ""Net current assets (liabilities)"": ""633"", ""Total assets less current liabilities"": ""637"", ""Total net assets (liabilities)"": ""637"", ""Capital and reserves"": ""637""}"
X8Y4S2W9,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4S3MP,{}
X8Y4S3PL,"{""Called up share capital not paid"": ""nan"", ""Fixed Assets"": ""nan"", ""Current Assets"": ""nan"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""0"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""0"", ""Capital and reserves"": ""0""}"
X8Y4S3QX,"{""Cash at bank and in hand"": ""nan"", ""Net assets"": ""nan"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""nan"", ""Total Shareholder funds"": ""nan""}"
X8Y4S3RE,{}
X8Y4S3T6,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""Issued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4S3TU,"{""Called up share capital not paid"": ""nan"", ""Fixed Assets"": ""20766"", ""Current Assets"": ""nan"", ""Prepayments and accrued income"": ""nan"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""20766"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""20766"", ""Capital and reserves"": ""20766""}"
X8Y4S3VE,"{""Called up share capital not paid"": ""10"", ""Net assets"": ""10"", ""Tssued share capital"": ""10"", ""Ordinary Shares of &#194;&#163;  each"": ""10"", ""Total Shareholder funds"": ""10""}"
X8Y4S4OI,{}
X8Y4S6AA,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4S7YB,"{""Fixed Assets"": ""317143"", ""Current Assets"": ""5948"", ""Prepayments and accrued income"": ""45"", ""Creditors: amounts falling due within one year"": ""-29441"", ""Net current assets (liabilities)"": ""-23448"", ""Total assets less current liabilities"": ""293695"", ""Creditors: amounts falling due after more than one (199196)(199196)"": ""nan"", ""year"": ""nan"", ""Accruals and deferred income"": ""-850"", ""Total net assets (liabilities)"": ""93649"", ""Capital and reserves"": ""93649""}"
X8Y4S08G,"{""Fixed Assets"": ""409"", ""Current Assets"": ""13634"", ""Creditors: amounts falling due within one year"": ""-5890"", ""Net current assets (liabilities)"": ""7744"", ""Total assets less current liabilities"": ""8153"", ""Total net assets (liabilities)"": ""8153"", ""Capital and reserves"": ""8153""}"
X8Y4S8TF,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""3"", ""Net assets"": ""3"", ""Issued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""3"", ""Total Shareholder funds"": ""3""}"
X8Y4S9F6,"{""Called up share capital not paid"": ""3"", ""Net assets"": ""3"", ""Tssued share capital"": ""3"", ""Ordinary Shares 1 of &#194;&#163; each"": ""3"", ""Total Shareholder funds"": ""3""}"
X8Y4S037,"{""Called up share capital not paid"": ""000"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""10000"", ""Net assets"": ""10000"", ""Issued share capital"": ""nan"", ""A Ordinary Shares of &#194;&#163;100 each"": ""10000"", ""Total Shareholder funds"": ""10000""}"
X8Y4S41N,"{""Fixed Assets"": ""1145"", ""Current Assets"": ""22153"", ""Creditors: amounts falling due within one year"": ""-7236"", ""Net current assets (liabilities)"": ""14917"", ""Total assets less current liabilities"": ""16062"", ""Total net assets (liabilities)"": ""16062"", ""Capital and reserves"": ""16062""}"
X8Y4S57L,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4S66I,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""nan"", ""Total Shareholder funds"": ""1""}"
X8Y4S969,"{""Called up share capital not paid"": ""0"", ""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Authorised share capital"": ""nan"", ""Ordinary of &#194;&#163;1 each"": ""100"", ""Issued share capital"": ""nan"", ""Total shareholder funds"": ""100"", ""NOTES"": ""nan"", ""During the year the company allotted O ordinary shares with an aggregate nominal value of &#194;&#163; 0 the consideration"": ""nan"", ""received by the company 0 was"": ""nan""}"
X8Y4SA4Q,"{""Current Assets"": ""201116"", ""Creditors: amounts falling due within one year"": ""-177"", ""Net current assets (liabilities)"": ""200939"", ""Total assets less current liabilities"": ""200939"", ""Total net assets (liabilities)"": ""200939"", ""Capital and reserves"": ""200939""}"
X8Y4SBPU,"{""Called up share capital not paid"": ""2"", ""Net assets"": ""2"", ""Tssued share capital"": ""2"", ""Oridinary Shares of &#194;&#163;  each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4SDBE,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""Issued share capital"": ""nan"", ""Ordinary Shares 1 of &#194;&#163; each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4SE57,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""Tssued share capital"": ""nan"", ""Ordinary Shares of &#194;&#163;  each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4SESG,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SEYR,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SF81,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SFA1,"{""Current Assets"": ""573"", ""Creditors: amounts falling due within one year"": ""-2907"", ""Net current assets (liabilities)"": ""-2334"", ""Total assets less current liabilities"": ""-2334"", ""Total net assets (liabilities)"": ""-2334"", ""Capital and reserves"": ""2334""}"
X8Y4SFD5,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""Tssued share capital"": ""nan"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SFR7,{}
X8Y4SHTK,"{""Current assets"": ""nan"", ""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""Issued share capital"": ""1"", ""Ordinary Share 1 of &#194;&#163; each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4SINS,"{""Fixed Assets"": ""1918"", ""Current Assets"": ""204768"", ""Creditors: amounts falling due within one year"": ""-60454"", ""Net current assets (liabilities)"": ""144314"", ""Total assets less current liabilities"": ""146232"", ""Total net assets (liabilities)"": ""146232"", ""Capital and reserves"": ""146232""}"
